acc,bal_acc,n,subject,perm,rung
0.3111111111111111,0.31422924901185767,45,35,99,5-permutation-null
0.4523809523809524,0.4431818181818182,42,75,0,5-permutation-null
0.5476190476190477,0.5431818181818182,42,75,1,5-permutation-null
0.7142857142857143,0.7113636363636364,42,75,2,5-permutation-null
0.47619047619047616,0.45681818181818185,42,75,3,5-permutation-null
0.4523809523809524,0.4545454545454546,42,75,4,5-permutation-null
0.42857142857142855,0.42272727272727273,42,75,5,5-permutation-null
0.5,0.4977272727272727,42,75,6,5-permutation-null
0.4523809523809524,0.45227272727272727,42,75,7,5-permutation-null
0.6190476190476191,0.625,42,75,8,5-permutation-null
0.47619047619047616,0.46818181818181814,42,75,9,5-permutation-null
0.5,0.47954545454545455,42,75,10,5-permutation-null
0.5,0.5159090909090909,42,75,11,5-permutation-null
0.4523809523809524,0.4545454545454546,42,75,12,5-permutation-null
0.42857142857142855,0.425,42,75,13,5-permutation-null
0.4523809523809524,0.45227272727272727,42,75,14,5-permutation-null
0.4523809523809524,0.4590909090909091,42,75,15,5-permutation-null
0.4523809523809524,0.44545454545454544,42,75,16,5-permutation-null
0.4523809523809524,0.43409090909090914,42,75,17,5-permutation-null
0.4523809523809524,0.4409090909090909,42,75,18,5-permutation-null
0.6666666666666666,0.6727272727272727,42,75,19,5-permutation-null
0.30952380952380953,0.3,42,75,20,5-permutation-null
0.4523809523809524,0.4545454545454546,42,75,21,5-permutation-null
0.6190476190476191,0.6227272727272727,42,75,22,5-permutation-null
0.40476190476190477,0.4113636363636364,42,75,23,5-permutation-null
0.5952380952380952,0.6022727272727273,42,75,24,5-permutation-null
0.5,0.509090909090909,42,75,25,5-permutation-null
0.47619047619047616,0.475,42,75,26,5-permutation-null
0.5952380952380952,0.6022727272727273,42,75,27,5-permutation-null
0.5476190476190477,0.5386363636363636,42,75,28,5-permutation-null
0.4523809523809524,0.4545454545454546,42,75,29,5-permutation-null
0.35714285714285715,0.36590909090909096,42,75,30,5-permutation-null
0.4523809523809524,0.44545454545454544,42,75,31,5-permutation-null
0.47619047619047616,0.48636363636363633,42,75,32,5-permutation-null
0.3333333333333333,0.34545454545454546,42,75,33,5-permutation-null
0.5,0.4818181818181818,42,75,34,5-permutation-null
0.5238095238095238,0.5159090909090909,42,75,35,5-permutation-null
0.5,0.49318181818181817,42,75,36,5-permutation-null
0.4523809523809524,0.4409090909090909,42,75,37,5-permutation-null
0.35714285714285715,0.3590909090909091,42,75,38,5-permutation-null
0.4523809523809524,0.47045454545454546,42,75,39,5-permutation-null
0.38095238095238093,0.3795454545454545,42,75,40,5-permutation-null
0.42857142857142855,0.4159090909090909,42,75,41,5-permutation-null
0.47619047619047616,0.4818181818181818,42,75,42,5-permutation-null
0.47619047619047616,0.46136363636363636,42,75,43,5-permutation-null
